,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,MARCTagCondition4,RDA Registry URI,RDA Registry Label, ,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
1441,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10566,has landscape architect family,identifier,,,,
1442,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,identifier,,,,
1443,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10425,has landscape architect person,identifier,,,,
1444,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10431,has librettist person,identifier,,,,
1445,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,librettist,,,,,,http://rdaregistry.info/Elements/w/P10431,has librettist person,identifier,,,,
1446,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,lyricist,,,,,,http://rdaregistry.info/Elements/w/P10204,has lyricist agent,identifier,,,,
1447,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,4,lyr,,,,,,http://rdaregistry.info/Elements/w/P10204,has lyricist agent,identifier,,,,
1448,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,lyricist,,,,,,http://rdaregistry.info/Elements/w/P10477,has lyricist collective agent,identifier,,,,
1449,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,lyricist,,,,,,http://rdaregistry.info/Elements/w/P10571,has lyricist family,identifier,,,,
1450,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,lyricist,,,,,,http://rdaregistry.info/Elements/w/P10430,has lyricist person,identifier,,,,
1451,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,lyricist,,,,,,http://rdaregistry.info/Elements/w/P10430,has lyricist person,identifier,,,,
1452,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,photographer,,,,,,http://rdaregistry.info/Elements/w/P10056,has photographer agent of work,identifier,,,,
1453,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,4,pht,,,,,,http://rdaregistry.info/Elements/w/P10056,has photographer agent of work,identifier,,,,
1454,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,photographer,,,,,,http://rdaregistry.info/Elements/w/P10492,has photographer collective agent of work,identifier,,,,
1455,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,photographer,,,,,,http://rdaregistry.info/Elements/w/P10586,has photographer family of work,identifier,,,,
1456,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,photographer,,,,,,http://rdaregistry.info/Elements/w/P10445,has photographer person of work,identifier,,,,
1457,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,photographer,,,,,,http://rdaregistry.info/Elements/w/P10445,has photographer person of work,identifier,,,,
1458,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,praeses,,,,,,http://rdaregistry.info/Elements/w/P10045,has praeses,identifier,,,,
1459,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,praeses,,,,,,http://rdaregistry.info/Elements/w/P10045,has praeses,identifier,,,,
1460,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,programmer,,,,,,http://rdaregistry.info/Elements/w/P10050,has programmer agent,identifier,,,,
1461,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,4,prg,,,,,,http://rdaregistry.info/Elements/w/P10050,has programmer agent,identifier,,,,
1462,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,programmer,,,,,,http://rdaregistry.info/Elements/w/P10487,has programmer collective agent,identifier,,,,
1463,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,programmer,,,,,,http://rdaregistry.info/Elements/w/P10581,has programmer family,identifier,,,,
1464,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,programmer,,,,,,http://rdaregistry.info/Elements/w/P10440,has programmer person,identifier,,,,
1465,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,programmer,,,,,,http://rdaregistry.info/Elements/w/P10440,has programmer person,identifier,,,,
1466,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,rapporteur,,,,,,http://rdaregistry.info/Elements/w/P10255,has rapporteur agent,identifier,,,,
1467,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,rapporteur,,,,,,http://rdaregistry.info/Elements/w/P10479,has rapporteur collective agent,identifier,,,,
1468,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,rapporteur,,,,,,http://rdaregistry.info/Elements/w/P10573,has rapporteur family,identifier,,,,
1469,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,rapporteur,,,,,,http://rdaregistry.info/Elements/w/P10432,has rapporteur person,identifier,,,,
1470,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,rapporteur,,,,,,http://rdaregistry.info/Elements/w/P10432,has rapporteur person,identifier,,,,
1471,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,structured description,,,"this looks duplicate mapping to me. if we map ""has remix artist agent"" and map its subproperties ""has remix artist collective agent"" or ""has remix  artist family,"" their values will be the same.",
1472,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,structured description,,,,
1473,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,structured description,,,,
1474,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,structured description,,,,
1475,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,structured description,,,,
1476,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,structured description,,,,
1477,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,structured description,,,,
1478,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,identifier,,,,
1479,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,IRI,,,,
1480,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1481,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a,b,c,d,g,q,u",Personal name (NR),,,$4,aus,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1482,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,book artist,,,,,,http://rdaregistry.info/Elements/w/P10254,has book artist agent,,,,,
1483,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10065,has creator agent of work,identifier,,"regardless of what firt indicator is, if there is no $e or $4 presents, match main entry to has creator agent of work",,
1484,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10065,has creator agent of work,IRI,,"regardless of what firt indicator is, if there is no $e or $4 presents, match main entry to has creator agent of work",,
1485,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,interviewer,,,,,,http://rdaregistry.info/Elements/w/P10587,has interviewer family of work,structured description,,,,
1486,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,"0, 1",Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10438,has architect person,,,,,
1487,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,"0, 1",Forename,Undefined,*,,,,1,Real World Object URI (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10438,has architect person,,,,,
1488,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,artist,,,,,,http://rdaregistry.info/Elements/w/P10058,has artist agent,identifier,,,,
1489,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,4,art,,,,,,http://rdaregistry.info/Elements/w/P10058,has artist agent,identifier,,,,
1490,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,$e,artist,,,,,,http://rdaregistry.info/Elements/w/P10058,has artist agent,IRI,,,,
1491,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,4,art,,,,,,http://rdaregistry.info/Elements/w/P10058,has artist agent,IRI,,,,
1492,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10498,has artist collective agent,,,,,
1493,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10498,has artist collective agent,,,,,
1494,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10592,has artist family,,,,,
1495,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10592,has artist family,,,,,
1496,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10451,has artist person,,,,,
1497,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,1,Real World Object URI (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10451,has artist person,,,,,
1498,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10451,has artist person,,,,,
1499,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,1,Real World Object URI (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10451,has artist person,,,,,
1500,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,author,,,,,,http://rdaregistry.info/Elements/w/P10061,has author agent,identifier,,,,
1501,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,4,aut,,,,,,http://rdaregistry.info/Elements/w/P10061,has author agent,identifier,,,,
1502,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,$e,author,,,,,,http://rdaregistry.info/Elements/w/P10061,has author agent,IRI,,,,
1503,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,4,aut,,,,,,http://rdaregistry.info/Elements/w/P10061,has author agent,IRI,,,,
1504,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10483,has author collective agent,identifier,,,,
1505,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10483,has author collective agent,IRI,,,,
